post_4,arsenal,astonvilla,chelsea,everton,fulham,liverpool,manchestercity,manchesterunited,newcastleunited,norwichcity,queensparkrangers,random,reading,southampton,stokecity,sunderland,swanseacity,tottenhamhotspur,westbromwichalbion,westhamunited,wiganathletic
M43,1,2,1,5,0,2,9,12,0,0,2,26,0,0,1,0,0,3,2,1,0
M44,1,0,0,5,0,4,5,13,0,0,1,21,0,0,1,0,0,3,1,1,0
M45,1,1,4,5,0,4,9,12,1,0,2,24,0,1,0,0,0,6,1,4,1
M46,1,0,0,3,0,2,1,4,0,0,1,15,0,0,0,0,0,0,0,1,5
M5,0,3,1,5,0,7,11,19,1,0,0,30,0,1,1,0,0,2,1,3,1
M50,1,2,3,1,0,4,8,21,4,0,2,32,0,0,1,1,0,2,2,3,0
M6,2,0,5,11,0,4,7,22,0,0,1,48,0,0,0,0,1,5,1,7,0
M7,0,0,0,0,1,4,6,16,0,0,0,18,0,0,0,0,0,1,0,0,0
M8,3,0,0,3,0,0,7,6,0,0,1,14,0,0,0,0,0,0,0,0,0
M9,2,1,0,5,1,2,16,15,0,0,0,42,0,0,0,0,0,4,2,5,1
M90,1,1,1,2,0,5,9,11,1,0,1,26,0,0,1,0,0,3,0,0,0
ME1,3,2,4,3,0,3,3,1,0,0,2,26,0,0,0,0,0,5,2,4,0
ME10,6,1,7,6,1,3,7,2,2,1,1,54,0,2,0,0,0,4,2,11,0
ME11,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0
ME12,6,0,2,1,0,1,2,0,1,0,1,34,0,0,0,0,0,5,1,5,0
ME13,1,1,2,1,0,0,0,0,1,0,2,18,0,0,0,0,0,0,0,4,0
ME14,1,0,2,2,0,2,5,2,2,0,4,30,1,0,0,0,0,4,1,5,0
ME15,3,1,3,4,0,2,5,3,2,1,1,27,0,0,1,0,0,7,3,10,1
ME16,1,0,0,4,2,1,3,2,1,0,3,36,0,0,0,1,0,2,2,7,0
ME17,4,1,3,8,0,5,2,3,0,0,2,41,0,0,1,0,0,3,3,8,1
ME18,2,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,1,0,1,1,1
ME19,3,0,1,0,0,1,4,0,0,0,1,17,0,1,0,0,0,4,1,4,0
ME2,4,0,4,3,2,1,2,1,1,1,3,34,0,0,1,1,0,2,2,7,0
ME20,1,0,2,1,0,3,2,1,0,0,2,20,0,0,0,0,0,4,1,3,0
ME3,2,2,3,2,0,3,5,4,0,0,0,54,0,0,0,0,0,5,1,4,0
ME4,4,0,1,3,0,3,1,2,0,0,0,26,0,0,0,0,0,2,0,1,0
ME5,1,0,3,4,1,2,3,3,0,1,0,40,1,1,0,0,0,2,3,7,0
ME6,0,0,1,1,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,4,0
ME7,8,3,1,1,0,1,6,3,0,1,1,59,0,0,0,0,0,5,0,4,0
ME8,4,1,5,3,0,4,2,4,0,2,0,33,0,0,0,0,0,4,2,5,0
ME9,6,1,1,1,0,1,4,1,0,0,3,34,0,1,0,0,0,3,1,6,0
MK1,0,0,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,1,0,0,0
MK10,1,0,1,3,0,0,2,0,0,0,1,13,0,1,0,0,0,1,1,1,0
MK11,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
MK12,2,0,2,0,0,6,1,0,0,0,1,15,0,1,0,0,0,2,1,1,0
MK13,3,0,4,3,0,3,2,2,2,0,2,11,0,0,0,0,1,4,2,3,0
MK14,1,0,0,2,0,3,2,1,0,1,0,15,0,0,0,0,0,3,1,1,0
MK15,0,0,1,1,0,1,0,0,0,0,0,9,0,0,1,0,0,0,1,1,0
MK16,9,3,5,6,1,8,5,5,0,1,7,62,0,0,1,1,0,8,4,6,0
MK17,1,1,3,3,0,1,2,4,1,1,2,16,0,0,0,0,0,0,0,3,0
MK18,3,0,4,8,0,1,3,2,2,0,2,38,0,2,1,0,0,5,1,3,0
MK19,2,0,2,0,0,0,1,1,0,0,0,9,0,0,0,0,0,1,0,0,0
MK2,2,0,1,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
MK3,3,2,2,1,0,3,3,1,0,1,3,19,0,1,0,0,0,3,1,2,0
MK4,3,1,1,4,0,0,5,1,0,0,1,18,0,0,0,0,0,5,1,2,0
MK40,1,0,2,3,0,4,4,4,2,1,3,35,0,0,0,0,1,3,2,2,0
MK41,2,1,1,4,0,5,3,1,1,3,0,41,0,1,0,0,0,2,3,8,0
MK42,0,1,5,5,0,5,6,5,1,0,2,49,0,0,0,0,0,10,3,11,1
MK43,2,0,0,1,0,3,4,3,0,0,2,36,0,1,0,0,0,2,1,4,0
MK44,3,0,3,7,0,4,2,4,1,0,1,45,0,0,0,0,0,4,0,4,0
MK45,3,6,4,9,0,7,11,10,2,5,4,59,0,0,1,1,1,8,5,4,0
MK46,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0
MK5,1,0,0,1,0,2,4,1,0,0,0,16,0,0,0,0,0,1,0,0,0
MK6,4,1,1,0,0,2,1,2,1,0,1,14,0,0,0,0,0,2,1,2,0
MK7,2,1,1,5,0,4,1,1,0,0,1,18,0,0,1,0,0,2,2,1,0
MK8,2,0,0,1,0,3,3,2,0,0,0,11,0,0,0,0,0,1,0,2,1
MK9,0,1,1,3,1,3,0,1,0,0,2,40,0,0,0,2,0,3,1,1,0
ML1,4,1,3,9,7,7,8,3,2,2,3,67,0,1,0,1,0,5,2,5,0
ML10,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0
ML11,1,2,1,3,0,1,5,3,3,0,1,58,0,1,0,1,0,1,1,2,1
ML12,0,0,1,0,0,1,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0
ML2,1,3,2,7,2,5,11,0,1,0,0,36,0,0,0,0,0,1,2,3,0
ML3,0,0,3,5,0,3,9,2,0,0,0,59,0,0,0,1,0,0,2,0,0
ML4,1,2,0,6,0,0,4,1,1,0,0,16,0,0,0,0,0,1,1,2,0
ML5,1,0,0,5,0,4,8,1,0,0,2,35,0,0,0,0,0,0,3,2,0
ML6,3,3,3,8,2,4,14,5,0,0,1,74,0,0,0,0,0,2,3,4,0
ML7,0,0,0,0,0,3,1,0,0,0,0,15,0,0,0,0,0,0,0,1,0
ML8,1,1,1,2,0,2,2,0,0,0,0,16,0,0,0,0,0,1,0,2,0
ML9,0,0,1,1,0,1,2,0,0,0,1,13,0,0,0,0,0,0,1,0,0
N1,25,5,11,7,2,12,12,11,4,2,9,141,0,0,0,0,1,27,3,10,0
N10,5,0,4,1,0,5,3,2,0,0,1,22,0,0,0,0,0,16,2,2,0
N11,4,1,0,3,0,2,3,3,2,0,1,18,0,1,0,0,0,15,0,3,0
N12,4,0,1,1,0,1,2,1,0,0,2,20,0,0,0,0,0,3,1,1,0
N13,7,1,0,1,0,3,2,1,0,1,1,18,0,0,0,0,0,14,1,0,0
N14,6,1,2,2,0,4,1,2,0,0,2,14,0,1,0,0,0,5,1,2,0
N15,3,0,2,5,0,3,2,3,0,0,4,29,0,0,1,0,0,104,1,3,0
N16,8,0,2,6,1,6,5,3,0,1,5,44,0,0,5,0,0,6,2,4,1
N17,12,9,4,2,0,11,4,5,0,8,3,46,0,0,2,0,10,397,5,23,11
N18,3,2,4,2,0,0,7,4,0,0,1,25,0,0,0,0,0,29,1,1,0
N19,13,0,3,5,0,4,2,4,1,0,5,24,0,0,1,0,0,7,2,5,0
N1C,1,0,3,0,0,1,0,1,1,0,0,35,0,0,0,0,1,0,0,3,1
N2,4,0,0,2,0,1,0,1,1,0,0,16,0,0,0,0,0,2,0,1,0
N20,1,0,1,1,0,0,2,1,0,0,0,5,0,0,0,0,0,4,0,0,0
N21,3,0,2,0,0,0,1,1,0,0,1,17,0,0,0,0,0,8,1,3,0
N22,4,1,4,2,0,4,6,7,1,0,1,34,0,0,0,0,1,27,1,3,0
N3,3,0,0,1,0,5,4,5,0,0,3,21,0,0,0,0,0,3,0,2,0
N4,25,0,2,3,0,3,3,6,0,0,2,47,1,2,0,0,1,16,0,4,0
N5,42,2,3,8,0,4,6,11,0,0,4,69,1,1,0,0,0,9,3,1,0
N6,4,1,2,2,0,2,1,3,1,0,0,16,0,0,0,1,0,16,1,2,1
N7,307,3,9,11,3,7,2,8,6,1,6,71,0,5,0,3,26,73,9,12,1
N8,4,1,1,3,0,3,5,1,0,0,1,44,0,1,0,0,0,21,0,1,0
N9,6,1,2,3,0,2,6,5,0,0,1,36,0,1,0,0,0,17,2,4,1
NE1,6,5,9,16,0,10,20,17,93,3,4,126,0,1,2,11,0,8,13,13,2
NE10,1,1,1,1,0,3,3,2,24,0,0,36,0,1,0,5,0,0,2,4,0
NE11,3,0,0,3,0,4,9,6,15,1,2,33,0,1,1,6,0,1,0,3,0
NE12,2,3,2,5,0,3,3,4,22,2,0,25,0,1,2,5,0,3,0,2,0
NE13,0,1,1,3,0,1,5,1,12,0,2,17,0,0,0,2,0,1,0,1,0
NE15,2,0,0,7,0,3,7,5,18,2,1,33,1,0,0,5,0,3,2,6,0
NE16,3,1,8,5,0,4,9,8,31,1,3,34,0,0,1,6,0,2,5,0,0
NE17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE19,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
NE2,3,3,4,5,1,2,6,7,39,0,0,88,0,0,0,5,0,4,3,6,0
NE20,0,0,0,0,0,0,3,0,5,0,1,7,0,0,0,2,0,0,0,0,0
NE21,2,1,1,5,0,1,2,3,13,0,0,17,0,0,0,1,0,2,1,2,0
NE22,0,1,2,1,0,1,2,2,7,1,1,14,0,0,0,1,0,0,1,1,0
NE23,2,0,4,8,0,4,11,4,28,0,1,31,0,1,1,3,0,0,2,5,0
NE24,5,1,2,9,0,3,7,7,16,2,0,41,0,0,0,4,1,0,1,3,1
NE25,3,2,1,2,0,5,6,1,16,0,0,26,0,0,0,2,0,0,1,6,1
NE26,0,0,0,0,0,2,0,4,11,1,1,18,0,0,0,2,0,0,2,0,0
NE27,4,4,2,6,0,7,8,4,16,1,3,41,0,0,1,6,0,3,3,3,1
NE28,1,1,3,1,0,6,6,5,31,1,1,50,0,2,1,8,0,2,1,3,0
NE29,1,1,0,8,0,3,3,2,17,0,2,35,0,0,0,3,0,0,3,3,0
NE3,10,9,16,33,2,26,25,31,101,3,8,206,0,1,3,26,0,11,9,19,1
NE30,2,1,1,1,0,2,3,2,11,0,0,17,0,0,1,1,1,0,2,3,0
NE31,2,0,1,7,0,0,2,0,13,1,0,21,0,0,0,6,1,1,2,3,0
NE32,0,0,1,1,0,2,2,1,12,0,3,33,0,0,0,5,0,0,0,2,0
NE33,0,0,2,4,0,4,5,4,18,0,1,32,0,0,0,11,0,3,1,4,0
NE34,3,3,2,9,1,4,3,7,15,1,2,43,1,1,1,13,1,1,4,4,1
NE35,1,1,0,4,0,0,0,1,1,0,1,5,0,0,0,3,0,0,0,0,0
NE36,0,0,0,0,0,1,1,1,4,0,1,5,0,0,1,4,0,2,4,2,0
NE37,1,1,0,1,0,2,6,1,13,0,0,25,0,0,0,9,0,1,4,2,0
NE38,4,1,4,9,0,7,9,4,23,0,2,28,0,0,0,25,0,4,4,2,0
NE39,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0
NE4,3,11,2,2,0,4,10,11,92,8,2,38,0,0,2,3,6,9,6,14,9
NE40,2,1,2,2,0,3,3,1,10,1,3,16,0,0,2,7,0,0,2,2,0
NE41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NE42,1,0,0,1,0,2,0,0,6,2,0,11,0,0,0,0,0,0,1,1,0
NE43,0,0,0,0,0,1,1,1,2,0,0,4,0,0,0,1,0,0,0,0,0
NE44,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE45,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0
NE46,0,0,0,0,0,0,1,0,5,0,0,8,0,0,0,2,0,0,0,1,0
NE47,0,0,1,0,0,0,1,0,4,0,0,7,0,0,0,1,0,0,0,0,0
NE48,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
NE49,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
NE5,3,0,1,11,0,4,9,3,23,2,1,38,1,0,1,7,0,2,2,6,0
NE6,1,3,5,7,1,6,8,7,25,1,1,53,0,0,0,7,1,3,4,1,1
NE61,1,1,0,3,0,3,4,2,17,0,2,33,0,1,0,6,0,0,2,3,1
NE62,0,0,0,1,0,0,0,1,8,0,0,10,0,1,0,0,0,1,0,0,0
NE63,0,1,0,2,0,2,6,2,22,1,1,20,0,0,1,4,0,2,2,4,0
NE64,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,0,0
NE65,2,3,1,6,0,5,8,1,16,1,1,34,0,0,0,4,0,0,2,2,0
NE66,0,0,1,1,0,5,2,4,4,0,0,16,0,1,0,3,0,1,0,1,0
NE67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE69,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE7,2,0,3,5,0,2,4,4,14,1,1,21,0,0,0,4,0,0,4,4,0
NE70,0,0,0,2,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0
NE71,0,0,1,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0
NE8,4,4,1,9,1,4,12,3,24,0,4,27,0,0,0,7,1,3,2,7,1
NE9,0,1,2,5,0,1,8,0,26,0,1,29,0,0,0,4,1,1,3,2,0
NE99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NG1,5,4,3,7,0,4,8,5,3,3,7,109,0,2,4,1,1,6,2,2,0
NG10,1,1,3,4,0,4,3,2,0,0,5,44,0,0,1,0,0,2,0,3,0
NG11,5,1,3,7,1,3,9,4,1,1,6,37,0,1,0,0,0,1,1,3,0
NG12,2,0,1,2,0,0,5,3,2,0,13,26,0,1,0,1,0,0,1,3,0
NG13,1,0,1,3,0,1,3,1,1,1,2,19,0,0,1,1,0,0,1,1,0
NG14,1,2,0,1,0,0,3,2,0,0,4,16,0,0,0,0,0,0,1,2,0
NG15,1,3,2,3,0,2,5,1,0,0,5,20,0,1,1,0,0,1,0,1,1
NG16,4,2,0,7,0,6,6,4,2,3,6,47,0,0,0,0,0,2,1,6,0
NG17,2,1,8,12,0,16,6,7,3,1,10,63,0,0,1,0,0,4,2,2,0
NG18,3,1,2,5,0,6,5,8,2,1,4,37,0,0,0,1,0,7,2,3,0
NG19,2,0,2,9,0,5,4,8,3,1,3,72,0,1,0,0,0,2,2,3,0
NG2,8,3,7,8,0,9,13,7,2,7,31,63,0,0,0,2,2,5,4,7,2
NG20,0,0,0,1,0,0,1,3,2,1,0,10,0,0,0,0,0,3,0,0,0
NG21,2,0,0,1,0,2,1,0,1,0,1,17,0,0,0,0,0,0,1,0,0
NG22,0,3,3,1,0,2,2,5,2,0,1,16,0,0,0,0,0,6,2,2,0
NG23,0,0,0,2,0,0,1,0,1,1,1,9,0,0,0,0,0,1,0,0,0
NG24,4,0,4,4,0,3,4,6,1,2,4,33,2,0,0,0,0,4,1,3,0
NG25,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
NG3,3,0,3,1,0,3,6,2,0,1,7,29,0,0,0,1,1,0,1,3,0
NG31,3,0,4,5,1,5,4,4,1,2,3,25,0,0,1,0,0,5,1,0,0
NG32,0,0,0,1,0,0,1,1,0,0,2,2,0,0,0,0,0,2,0,3,0
NG33,0,2,0,0,0,1,2,0,2,0,1,7,0,0,0,0,0,0,0,1,0
NG34,0,0,1,7,0,5,11,4,0,1,5,30,0,0,2,1,1,4,3,6,0
NG4,0,2,1,4,0,2,3,3,2,0,2,28,0,0,2,1,0,2,1,2,0
NG5,8,2,3,6,0,10,10,12,1,1,10,70,0,2,1,1,0,5,4,4,0
NG6,3,0,3,9,0,5,5,2,1,1,6,24,0,0,1,0,0,0,3,5,1
NG7,12,4,12,10,0,23,22,25,1,6,23,246,1,1,1,2,0,9,7,13,2
NG8,0,1,4,7,1,3,8,4,0,2,11,39,0,0,1,0,0,2,1,2,1
NG9,4,1,3,4,0,5,6,3,0,3,8,64,0,0,2,0,0,1,4,4,0
NN1,7,4,5,8,0,11,6,12,1,2,1,79,0,1,0,0,0,6,4,5,0
NN10,3,0,3,5,0,2,4,3,1,0,2,38,0,0,0,0,1,2,1,3,1
NN11,3,4,2,3,0,6,3,4,0,2,2,36,0,1,0,0,0,6,0,4,0
NN12,3,0,0,1,0,3,1,4,0,0,1,22,0,1,0,0,0,4,1,1,0
NN13,1,0,1,2,0,3,1,0,1,1,0,7,0,0,0,0,0,1,1,2,0
NN14,4,1,2,5,0,5,6,4,2,1,1,57,1,0,0,0,0,3,4,6,2
NN15,1,1,3,3,0,1,5,4,1,0,3,51,0,1,0,0,0,2,0,3,0
NN16,4,0,1,5,0,2,3,3,0,1,2,34,0,0,0,0,0,6,2,2,0
NN17,3,1,2,9,0,7,6,10,3,0,3,36,0,0,1,1,0,4,2,3,0
NN18,3,0,1,2,0,4,2,5,0,1,1,32,0,1,2,1,0,0,0,0,0
NN2,2,1,3,7,0,4,2,3,0,1,0,40,0,1,0,2,0,3,2,4,0
NN29,2,1,0,0,0,0,1,1,0,0,1,15,0,0,0,0,0,2,1,1,0
NN3,4,3,8,6,0,8,9,4,2,2,2,54,0,3,0,0,1,4,3,5,1
NN4,3,0,4,9,1,9,8,9,2,2,4,50,0,1,0,0,0,17,3,7,0
NN5,1,0,0,4,1,5,7,8,1,1,2,38,0,7,0,0,0,12,0,3,2
NN6,5,4,1,6,0,7,11,6,1,3,1,51,0,3,1,1,0,7,3,5,0
NN7,2,2,2,5,0,2,3,5,0,1,0,33,0,0,0,1,0,2,0,2,1
NN8,5,4,2,4,0,3,7,8,0,0,2,37,0,0,1,0,0,6,1,3,0
NN9,1,1,2,3,0,3,1,3,0,0,2,16,0,0,0,0,0,3,0,2,0
NP10,1,1,3,3,0,8,4,5,0,0,0,27,0,0,1,0,1,1,2,4,0
NP11,1,0,2,5,0,3,2,0,0,0,0,29,0,0,0,0,2,3,3,1,0
NP12,4,1,1,9,0,9,7,5,0,0,2,49,0,0,1,0,3,4,5,6,0
NP13,0,1,0,2,0,5,1,0,1,0,1,17,0,0,0,0,0,0,0,0,0
NP15,1,1,2,2,0,2,1,0,1,0,3,11,0,0,0,0,1,2,0,1,0
NP16,0,0,0,2,0,0,3,1,0,0,0,28,0,0,1,0,0,1,1,0,0
NP18,3,0,1,3,0,3,4,1,0,1,1,25,0,0,1,0,0,3,1,2,0
NP19,4,1,5,4,1,13,8,8,0,1,3,90,1,0,0,1,1,6,4,11,0
NP20,2,2,2,7,0,8,10,10,1,1,2,68,0,0,1,0,1,3,2,4,0
NP22,1,1,0,4,0,3,3,6,0,1,2,24,0,0,1,0,1,3,2,2,0
NP23,2,0,1,8,0,6,7,4,0,0,4,28,0,0,0,0,3,1,0,2,0
NP24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
NP25,1,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0
NP26,2,2,3,5,0,6,8,7,1,0,7,47,0,0,1,0,1,1,2,5,0
NP4,0,1,0,4,1,6,4,12,0,0,0,45,0,0,0,0,0,3,2,4,0
NP44,2,4,2,4,0,4,8,8,1,0,3,52,0,0,0,1,3,3,1,4,0
NP7,0,2,0,3,0,2,2,1,1,0,1,18,0,0,2,0,1,1,2,2,0
NP8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NR1,8,14,1,11,1,5,6,6,3,88,1,51,0,0,3,2,0,9,2,17,1
NR10,5,4,1,2,1,1,1,2,1,11,1,20,0,0,0,0,0,4,2,2,0
NR11,0,1,0,1,0,2,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0
NR12,2,1,2,1,0,2,2,1,0,4,1,10,0,0,0,0,1,2,0,2,0
NR13,3,2,1,3,0,2,5,2,1,9,2,18,0,0,0,0,1,2,4,3,2
NR14,2,1,0,1,0,1,2,4,0,16,1,17,0,0,0,0,0,2,0,5,0
NR15,2,0,1,0,0,0,1,1,1,6,0,19,0,0,0,0,0,1,3,1,0
NR16,0,0,0,2,0,0,0,1,0,2,0,13,0,1,0,0,0,2,0,0,0
NR17,5,3,2,2,0,1,5,2,0,7,2,15,0,1,1,0,0,2,4,7,0
NR18,0,2,1,3,0,1,2,0,1,4,2,22,0,0,0,0,0,3,0,2,0
NR19,2,2,1,5,0,5,5,1,1,11,1,18,0,0,2,0,1,1,0,3,1
NR2,6,11,5,13,0,9,9,10,0,44,7,103,0,2,4,0,2,6,5,8,1
NR20,1,1,0,1,0,1,2,0,1,4,2,9,0,0,0,2,0,1,2,3,0
NR21,0,0,0,3,0,1,2,1,1,3,0,11,0,0,0,0,0,2,1,1,0
NR22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NR24,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
NR25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
NR26,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0
NR27,0,1,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0
NR28,1,2,1,5,0,4,5,4,0,6,2,19,0,0,1,0,0,2,2,2,0
NR29,1,1,2,4,0,0,1,1,0,7,1,16,0,0,1,0,0,2,1,2,0
NR3,1,2,3,5,0,3,5,4,0,13,1,43,1,0,0,0,0,3,2,5,0
NR30,0,0,3,1,0,2,3,2,1,7,0,26,0,0,0,0,0,2,1,4,0
NR31,4,2,2,12,0,9,11,2,4,14,1,43,0,0,0,0,0,9,4,7,0
NR32,3,3,3,5,0,5,8,3,1,10,0,32,0,0,0,0,0,4,2,2,0
NR33,5,3,2,9,0,2,5,2,1,5,1,34,0,0,0,1,1,3,0,3,0
NR34,4,4,1,1,0,4,4,2,1,7,3,16,0,1,2,1,0,4,1,3,2
NR35,1,1,1,1,0,1,1,0,0,5,0,10,0,0,0,0,0,1,0,2,0
NR4,2,1,6,5,1,3,6,4,1,9,1,25,0,0,0,2,0,4,0,3,1
NR5,1,1,1,6,0,4,7,4,2,11,1,39,0,1,0,0,1,3,1,8,0
NR6,3,1,1,2,0,1,4,3,0,16,3,23,0,0,0,0,0,1,0,3,0
NR7,1,3,1,3,0,2,5,5,1,15,1,33,0,0,1,0,0,4,1,3,0
NR8,4,3,3,5,0,4,4,6,0,10,3,24,0,0,0,0,0,3,0,7,1
NR9,0,2,1,2,0,3,2,2,1,10,1,16,0,0,1,1,2,2,0,1,1
NW1,14,3,15,5,2,12,12,12,2,0,10,225,0,1,1,1,2,21,4,14,0
NW10,11,2,6,6,1,6,8,6,0,0,6,54,0,2,0,0,0,15,4,10,0
NW11,3,0,4,1,0,0,0,2,0,0,1,11,0,0,0,0,0,6,0,0,0
NW2,4,4,6,3,0,7,7,9,0,0,3,53,0,1,0,0,0,10,1,5,0
NW3,5,1,6,5,0,3,5,4,1,2,2,93,0,0,0,0,1,15,0,8,0
NW4,6,0,3,3,0,4,7,2,0,0,1,25,1,0,0,0,0,4,1,1,0
NW5,2,0,1,2,0,1,3,3,0,1,0,39,0,0,0,0,1,7,0,2,0
NW6,8,2,8,2,0,6,4,4,1,1,4,64,0,1,0,0,0,11,2,3,1
NW7,9,2,5,3,1,1,6,5,3,0,4,43,0,0,0,1,0,10,1,6,0
NW8,2,1,2,1,1,1,2,1,0,0,3,36,0,0,0,0,0,3,2,2,0
NW9,6,2,5,5,0,7,10,6,1,0,4,41,0,2,0,0,1,10,0,3,0
OL1,0,1,0,2,0,5,2,7,0,2,0,16,0,1,0,0,0,0,1,1,0
OL10,2,0,1,6,0,3,12,13,0,0,2,35,0,0,0,1,0,4,4,2,0
OL11,1,1,2,6,1,7,13,15,1,1,0,56,1,0,0,1,0,3,1,4,0
OL12,2,1,1,6,0,4,9,7,1,0,0,45,0,1,0,0,0,2,1,2,0
OL13,1,0,0,2,0,1,1,2,0,0,0,15,0,0,0,0,0,1,3,2,0
OL14,0,0,0,3,0,3,1,2,1,0,0,10,0,0,0,0,0,0,1,1,0
OL15,1,0,0,3,0,2,3,0,0,0,3,11,0,2,0,0,0,0,0,0,0
OL16,2,0,0,4,0,4,5,10,1,0,0,25,0,0,0,0,0,1,0,6,0
OL2,5,0,1,5,0,7,12,17,3,1,5,63,0,1,1,0,0,1,1,3,3
OL3,2,0,0,0,0,0,3,5,0,0,0,13,0,1,0,0,0,0,0,1,0
OL4,4,0,3,10,0,11,14,13,1,3,7,48,0,0,3,2,1,6,5,9,1
OL5,0,0,0,2,0,1,2,4,0,0,1,14,0,0,0,0,0,1,1,2,0
OL6,2,1,4,7,1,3,17,18,0,1,3,33,0,0,1,0,0,1,3,5,1
OL7,1,0,2,5,0,2,13,8,0,0,0,20,0,0,0,0,0,2,0,2,1
OL8,1,1,2,2,1,2,5,8,1,0,1,24,0,0,0,1,1,2,1,3,0
OL9,3,4,0,8,0,4,14,9,2,0,0,37,0,0,0,1,0,0,1,5,1
OX1,7,6,9,6,1,4,13,10,4,0,2,116,0,1,1,0,0,6,5,7,0
OX10,1,0,6,2,0,4,9,4,0,0,0,27,0,1,0,1,1,2,1,4,0
OX11,1,3,2,4,0,3,6,5,2,1,1,41,3,0,0,0,1,6,1,1,0
OX12,1,0,0,3,0,4,5,3,0,1,1,23,2,3,0,0,0,1,1,1,0
OX13,1,1,1,0,0,1,2,2,2,1,2,14,0,1,0,0,0,0,2,0,0
OX14,7,2,2,5,0,4,5,4,1,1,3,43,0,1,0,1,0,3,1,4,0
OX15,0,0,1,2,0,0,1,0,0,0,0,8,0,0,0,0,0,1,0,0,0
OX16,4,2,3,3,0,9,4,13,3,1,0,30,0,1,0,0,0,2,1,6,0
OX17,1,1,1,1,0,0,3,2,0,0,0,5,0,0,1,0,0,0,2,0,0
OX18,0,0,0,4,0,1,2,3,3,1,2,19,0,0,0,0,1,3,2,4,0
OX2,3,1,2,5,0,3,3,2,1,0,0,35,0,0,0,0,0,2,0,2,0
OX20,2,1,0,1,0,0,0,0,1,1,1,5,0,0,0,0,0,0,1,1,0
OX25,2,0,0,0,0,2,1,3,0,0,1,4,0,0,0,0,0,1,0,1,0
OX26,0,2,2,2,0,1,2,1,1,0,1,39,0,0,1,0,0,3,0,0,0
OX27,2,0,0,2,1,0,2,1,0,0,0,23,0,0,0,0,0,1,0,2,0
OX28,2,1,0,4,0,6,2,4,0,1,2,22,0,0,0,0,0,2,0,1,0
OX29,1,1,0,3,1,4,5,2,0,0,1,25,0,0,0,1,0,4,0,3,0
OX3,5,0,5,3,0,3,6,6,0,0,5,45,0,0,0,0,1,5,1,3,0
OX33,2,0,2,0,0,2,0,1,0,0,1,7,0,0,0,0,0,1,1,1,0
OX39,2,0,1,1,0,1,1,0,0,0,0,6,0,0,0,0,0,1,0,1,0
OX4,7,3,7,6,1,8,11,7,1,1,3,87,0,0,1,0,0,7,2,9,0
OX44,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0
